Unnamed: 0,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category,sentiment
93,de_0739159,product_de_0337828,reviewer_de_0110157,1,"Hatte die Zeitschaltuhr letzte Weihnachten in Betrieb. Funktionierte mal, dann wieder nicht. Bedienung ist eigentlich eindeutig also schließe ich einen Fehler meinerseits aus vor allem weil sie ja ab und zu wunderbar funktionierte. Lag dann im Keller. Wollte Sie dieses Jahr wieder benutzen - keine Funktion mehr. Billigschrott!!",Schlechte Bedienung und Qualität,de,pc,negative
21006,ja_0941575,product_ja_0341982,reviewer_ja_0988308,2,1袋めは香りも味もササニシキでおいしくいただいたのですが、もう1袋めはササニシキの香りや味とは思えなくて、すごく残念でした。,ブレンド米？,ja,grocery,negative
26677,zh_0336707,product_zh_0261381,reviewer_zh_0422748,2,优点：外观漂亮，小巧； 缺点：耳机音质很一般，由于尺寸小打开后面的夹子时手指很容易误按“下一首”按键，不能重复听同一首歌，不能播报时间， 另外播放时长没有宣称的15小时； 总结：性价比不高，不值得入手。,音质很一般,zh,other,negative
5170,en_0630233,product_en_0330458,reviewer_en_0563071,1,"my expectations were low for a cheap scale. they were not met, scale doesnt work. popped the cover off the back to put a battery in and the wires were cut and damaged. wouldn't even turn on. sending it back. product is flimsy and cheap, spend 20 extra bucks on a better brand or scale.",don't bother,en,sports,negative
6033,en_0267130,product_en_0085431,reviewer_en_0370938,2,I wanted to love these. I expected them to smell like essential oils. They smelled more like old soap. And each one smells the same.,Not delicious smelling!,en,beauty,negative
25294,zh_0960038,product_zh_0387060,reviewer_zh_0743723,1,不知道原版是什么样子，但翻译版实在对不起我的血汗钱。,不忍直视,zh,book,negative
11024,es_0458246,product_es_0227644,reviewer_es_0661223,2,"En el bote viene muy poco. Además dura hasta que te lo laves la primera vez, una vez lavado se vuelve de color azul. Mi pelo ahora es entre verde y azul, cosa que no entiendo. No me lo volveré a comprar.",Se vuelve de color azul,es,drugstore,negative
15934,fr_0684088,product_fr_0572003,reviewer_fr_0219347,1,"Non, je me suis trompé de produit, dans la présentation de celui-ci ce n'était pas clair. Je souhaitais le livre. La présentation du produit porte à confusion.",Présentation produit,fr,book,negative
21102,ja_0062349,product_ja_0186178,reviewer_ja_0345925,2,他の方のレビューもあったのだが、気が付かなかった。 この製品はパッケージにはリファレンスの紙しか入っておらず、ダウンロードして使用します。 ま、それはいいのですが、それが、自動更新が前提でクレジットカード番号の入力が必要です。 自動更新って言われても、3年後だからその時は別のPCになっている可能性もある。 でもクレジットカードで自動更新なので、該当のPCが無くても自動的に引き下ろされる。 要は、守るべき物がなくても金が引き出される。という事。 PCを将来新しくしてもその時には台数制限で引っかかる場合があるので、引き継げない。 この製品を買う人は、同じPCを最低でも6年以上使用しする人で、PCを途中で変える事がなく、 仮に変える場合には、その事を覚えていなければ永久にいつの間にか、お金を引き下ろされる。 注意が必要な製品だと思う。,自動更新,ja,other,negative
469,de_0504725,product_de_0784630,reviewer_de_0104056,1,Kein Erfolg nach Wochen zu sehen,Unzufrieden,de,pet_products,negative
15154,fr_0760441,product_fr_0659696,reviewer_fr_0571654,1,Ne correspond pas à mon rowenta air force extrême silence.... Achat qui reste donc inutile,Ne s'adapte pas,fr,home,negative
16149,fr_0934261,product_fr_0593459,reviewer_fr_0464235,2,Manque de tenue selon les tableaux de bord,Possibilités un peu limitées,fr,home,negative
80,de_0164341,product_de_0336423,reviewer_de_0553434,1,Steckerleiste war bereits defekt!! Kontakt am Schalter abgebrochen! Konnte ich aber durch löten selbst reparieren.,Eher nicht zu empfehlen!,de,home_improvement,negative
599,de_0736786,product_de_0824110,reviewer_de_0828316,1,Der Schlauch ist vom Brennverhalten her ganz sicher kein Silikonschlauch. Er schmilzt,Definitiv KEIN Silikonschlauch,de,pet_products,negative
21915,ja_0416787,product_ja_0723955,reviewer_ja_0504733,2,iPhone６sと8で使用。 ビニールが硬くて厚く、ほとんどまともに反応しない。 スマホ対応のグローブであっても、着けたら全く反応しない。,残念な商品,ja,sports,negative
20657,ja_0076831,product_ja_0673032,reviewer_ja_0920691,1,硬すぎて、使用できなかった。素材の仕上げも荒く、感触が良くなかった。本当にシリコンゴムかと思った。,硬すぎて、使用できなかった。,ja,sports,negative
254,de_0311902,product_de_0398465,reviewer_de_0285774,1,"Viel zu klein.. Das sieht nicht aus wie ein Beanie. Ich benutze es jetzt immer als ,,Stirnband"" beim Schminken. Aber mit Beanie hat das Ding absolut nichts gemein.",Alles andere als ein Beanie,de,apparel,negative
20006,ja_0422575,product_ja_0908304,reviewer_ja_0114919,1,音を聞くことはできたが充電が進みませんでした。,充電できない,ja,wireless,negative
20213,ja_0963025,product_ja_0170645,reviewer_ja_0320851,1,まさかの中国製品で説明書も中国語でさっぱり分からず、PCからusb充電してもまるで動かない欠陥製品でした。 彼女とのお泊りの時に使いたかったのに使えなくなり怒りMAXです!! 星なんて一つも付けたく有りませんが、投稿出来ないので仕方なく星一つです・・・・,充電出来なくて動かない粗悪な中国製品・・・・,ja,drugstore,negative
21953,ja_0274781,product_ja_0318061,reviewer_ja_0675463,2,可愛いですが、スタイルが悪く見えます。上半身デブに見えます。,可愛いけど・・・,ja,apparel,negative
865,de_0617096,product_de_0883800,reviewer_de_0059820,1,Zweimalige Rücksendung und immer noch keine Erstattung des Kaufbetrages. Es reicht.,Rücknahme,de,apparel,negative
20915,ja_0057018,product_ja_0728684,reviewer_ja_0963983,1,半年位使用してますが、ホースに付いてるブラシが使用時しょっちゅう外れます。 ヘッドが左右に動きまくるので平で無いところ(布団とか)は普通にかけられない。 しまうときにヘッドを本体に引っ掛ける時かなり面倒。そしてその時蛇腹の部分ははずしますが、蛇腹の先を引っ掛けるところは無くて、蛇腹を巻き付けるだけというお粗末な仕様。 はっきり言って最悪ですが、買った以上しょうがなく使用してます。,ブラシを良く使う人は良くかんがえた方がいいですよ。,ja,kitchen,negative
15707,fr_0241125,product_fr_0278155,reviewer_fr_0087404,1,réaction allergique au silicone...,pas hypoallergénique,fr,watch,negative
15958,fr_0016901,product_fr_0136594,reviewer_fr_0720704,1,"Aussi tôt déballé aussi tôt remballé, ce truc est juste DE LA MERDE !!!! AUCUNE BASSE, QUE DES AIGUS !!!!",De... LA GROSSE MERDE,fr,wireless,negative
25459,zh_0454857,product_zh_0604940,reviewer_zh_0790741,1,半个月就坏了。耳机接触不良，敲一敲又有点声音。,质量一般。,zh,wireless,negative
6706,en_0717075,product_en_0512280,reviewer_en_0758644,2,1 week of use and the small candle stops recharging. Returned.,Two Stars,en,home_improvement,negative
1031,de_0310995,product_de_0963774,reviewer_de_0223822,2,Leider bin ich sehr enttäuscht. Optisch zwar sehr schön auch mit dem Umgang welcher abnehmbar ist gut gemacht. Aber die Qualität ist eine Katastrophe. Überall gehen die Nähte auf oder der Tüll reisst ein. Für kleine Kinder völlig ungeeignet.,Schlechte Qualität,de,toy,negative
15316,fr_0337101,product_fr_0983245,reviewer_fr_0966308,1,cela n'a aucun effet,nul,fr,pet_products,negative
26937,zh_0877169,product_zh_0932192,reviewer_zh_0936677,2,干货少，理论性的描述特别多，感觉在看大学课本，各篇之间缺乏连贯性和逻辑性，不知道是按什么主线在写的，很痛苦地看完了，还没学到什么东西，蛮失望的,失望,zh,digital_ebook_purchase,negative
10746,es_0854818,product_es_0062285,reviewer_es_0460184,1,"Al poco tiempo de usarlos, dejaron de funcionar. Además les costaba demasiado tiempo sincronizarse con el móvil. No recomiendo esta compra",Dejaron de funcionar sin explicación,es,wireless,negative
11764,es_0595886,product_es_0873640,reviewer_es_0707734,2,"No me gusta, al final opté por comprarme unos Bosé que me van de escándalo. A veces comprar algo barato sale caro. Este es un ejemplo",Mala calidad,es,electronics,negative
410,de_0451628,product_de_0602574,reviewer_de_0533378,1,Kam gebraucht und ohne Seifenblasenwasser an. Zur Funktion kann ich deshalb leider noch nichts sagen.,Unvollständig und gebraucht,de,toy,negative
25625,zh_0273727,product_zh_0166010,reviewer_zh_0902425,1,这条杯子太坑爹了，上海2-7度的天气冷的不行，上面又加毯子，估计是亚马逊专供的，专柜无此款，亚马逊应该监督下质量，太差了，非常后悔！,水星白鹅绒杯子,zh,home,negative
812,de_0292729,product_de_0897491,reviewer_de_0115175,1,"Dieses Produkt ist nicht empfehlenswert, sollte so auch nicht in den Verkauf gehen. Haben vor 2 Wochen das Produkt über Amazon gekauft, mit den viel beschriebenen Fehler, dass ich die Öffnungen nicht korrekt schließen lassen und Luft austritt. Zusätzlich dazu, weil wir von einem Einzelfall ausgingen, haben wir das gleiche Produkt im stationären Handel gekauft, bei dem sich nun herausstellt, dass das gleiche Problem besteht. Absolut ein ""no-go""! Ich rate dringend davon ab, dieses Produkt zu erwerben, da es u.U. sehr blöd laufen kann, wenn die Kappen sich im ungünstigen Moment erst öffnen und die Luft entweicht.",Fehlkauf - lebensgefährlich für Kinder!,de,lawn_and_garden,negative
15664,fr_0766149,product_fr_0659298,reviewer_fr_0593424,1,Déçu ce n’est pas à quoi je m’attendais ne marche pas avec tout les jeux iOS je dirais même aucun,Déçu,fr,video_games,negative
1710,de_0552145,product_de_0319529,reviewer_de_0742150,2,2 Sterne leider nur für das Design. Unser Hund wusste nicht was ihm geschah und hatte schreckliche Angst. Also fazit: ein Fehlkauf ... sowas braucht kein Hund,Zum Totlachen,de,pet_products,negative
21657,ja_0814371,product_ja_0447004,reviewer_ja_0641273,2,点灯中にすぐ消える。スイッチが接触式なので何かの拍子で勝手に点灯し電池を消耗する。非常に使いにくい。,中国製の粗悪品です,ja,kitchen,negative
10117,es_0052738,product_es_0566095,reviewer_es_0580069,1,"Cintas de malisimas calidad, apenas tienen pegan. Muy bonitas por fuera pero hasta las del chino de mi casa pegan más. No recomendadas","Mala calidad, no pegan",es,home_improvement,negative
5870,en_0624522,product_en_0479173,reviewer_en_0766835,1,Audio hiss and the lightning plug broke within a week,One Star,en,electronics,negative
20894,ja_0302769,product_ja_0344612,reviewer_ja_0267406,1,漫画はほんの数ページ。後はタレントやら何やらの薄っぺらい言葉やごたく。無料とはいえよくもこんなゴミを人目に晒せたもんだ。 出来る事なら評価マイナスにしたい。,これは酷い,ja,digital_ebook_purchase,negative
1812,de_0804927,product_de_0012921,reviewer_de_0093128,2,Sobald etwas drauf drauf liegt läuft auch das Wasser schlecht ab und du hast einen Badesee in deiner Dusche. Hygiene Null da sich Shampoo und sonstiges drauf ansetzt.,Schwierig,de,home,negative
6451,en_0885367,product_en_0128483,reviewer_en_0636091,2,"More black than silver, either oxidized or misadvertised. Will be returning.",Way too dark,en,jewelry,negative
11704,es_0926143,product_es_0764243,reviewer_es_0466338,2,Le falta la opcion de luz blanca sola. Luz azul sola si permite. Pero blanca sola sin leds azules pues no. Creo q seria mejorable sin este error.,Pantalla led,es,pet_products,negative
10080,es_0845081,product_es_0678646,reviewer_es_0145620,1,"No pasa la ITV !!! las placas Españolas tienen una medida que hace que parte se quede oculta en el soporte y está prohibido la ocultación total o parcial de la placa. Por otro lado, al poner la marcha atrás se encienden unos LED que no están homologados como luz de marcha atras, resultado: 2 faltas graves y resultado de la ITV desfavorable.",NO PASA LA ITV !!,es,wireless,negative
16063,fr_0833939,product_fr_0391694,reviewer_fr_0581002,2,fragilité excessive du filet,filet anti oiseaux,fr,lawn_and_garden,negative
10680,es_0278280,product_es_0981706,reviewer_es_0335731,1,No es un producto bueno...lo he usado 3 veces y a dejado de funcionar...incluso probando con otras pipas nuevas por si provenía de ahí el fallo.,EMS ESTIMULADOR MUSCULAR,es,sports,negative
5168,en_0353348,product_en_0004142,reviewer_en_0342113,1,"The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.",Confusing storyline,en,digital_ebook_purchase,negative
15942,fr_0252262,product_fr_0363762,reviewer_fr_0645665,1,Vu le prix je pensais avoir quelque chose d'un peu mieux,Déçu,fr,automotive,negative
16077,fr_0283873,product_fr_0166333,reviewer_fr_0052407,2,Je donne seulement 2 ETOILES car pour moi le fait de livrer un produit SANS TRADUIRE EN FRANCAIS la recette basique est une manque de courtoisie et de respect. Messieurs les anglais vendez vos produits chez vous et VIVE L'EUROPE avec des commerçants qui respectent leur clientèle.,moule a gateau,fr,home,negative
26459,zh_0000154,product_zh_0136808,reviewer_zh_0967120,2,包装好low哦，发快递走心点哦，亲，袋子都是坏的，书也皱了，好歹给个小盒子啊，不开心,以后包装好点,zh,book,negative
26756,zh_0959513,product_zh_0160812,reviewer_zh_0423162,2,无论内容还是印刷质量都非常好，除了价格有点点贵！,总体好！,zh,book,negative
16647,fr_0350864,product_fr_0157648,reviewer_fr_0371146,2,"J'ai reçu le colis sans suremballage, à même la carton! L'étiquette de suivi était collé directement sur le carton du jeu ainsi qu'une écriture au marqueur.Le carton est donc abîmé, le jeu est donc peu présentable pour offrir!",Condition de livraison inacceptable,fr,toy,negative
20756,ja_0392256,product_ja_0036375,reviewer_ja_0086016,1,まちに待ったゴッドファイヤーコンボイ。。早速箱から出して遊んでみるも、パーツ精度がガタガタで、ビークルモードにできない。。。。。当時品はこんなもんじゃなかったはず。,楽しみにしてたのに。,ja,toy,negative
11788,es_0986024,product_es_0276362,reviewer_es_0912546,2,"Nefasta presentación, por no decir cutre, ya que la caja venía rota y abierta. Las gafas sin la película protectora que llevan TODAS las gafas cuando son salidas de fábrica. Las gomas sujetas con uno de esos alambres para los paquetes de pan Bimbo. En fin, todo muy ""a lo cutre"". Parece que me enviaron unas gafas devueltas por alguien. Por lo demás, las gafas son de buena calidad, no entra agua y son cómodas. Pero si dejan marcas (ojeras) al menos a mi.",pedido claramente abierto y/o usado,es,sports,negative
10135,es_0530639,product_es_0351594,reviewer_es_0562883,1,"Nada, no me ha llegado y el vendedor no contesta a los emails, una verguenza.","No llega, vendedor no contesta",es,home,negative
319,de_0571212,product_de_0215535,reviewer_de_0579620,1,"Mehr gibt es fast nicht zu sagen. Nach nur zwei Tagen erkennt man schon, dass die Säcke etwas aufbläht sind. Und das betrifft leider nicht nur ein paar, sondern alle durch die Bank. Damit (zumindest für meine Zwecke) leider absolut nutzlos. Leider hatte ich sie schon zu lange herum liegen bevor ich sie endlich in Verwendung nahm. Das Rückgaberecht ist dadurch wohl ausgelaufen.",Hält nicht dicht,de,home,negative
1221,de_0832468,product_de_0817347,reviewer_de_0752094,2,+ Farben und Muster so wie auf dem Bild + gut verpackt -lange Lieferzeit (knapp 3 Monate ) -franzt Mega schnell aus zieht überall Fäden.. Stoffe sehen gut aus und lassen sich sich gut verarbeiten.würde sie mir aber nicht nochmal kaufen,Zieht Fäden,de,furniture,negative
1964,de_0860966,product_de_0332090,reviewer_de_0882770,2,Tolle Lampe mehrere Lichtstärken und sie ist aufladbar das ist super ohne Batterie.. Der Preis ist spitze.. Allerdings ist sie schwer wenn sie an dem Buch befestigt ist aber egal laden muss man sie sehr häufig nach fünf Stunden wird sie langsam schwach,Toll,de,home,negative
21020,ja_0959992,product_ja_0836107,reviewer_ja_0417629,2,母用に9月18日に購入しました。 今朝母から「ヒビがはいってる」と連絡がありました 落としたりもしてないらしので驚きです。,4日目にしてヒビがはいりました,ja,wireless,negative
20634,ja_0771740,product_ja_0241376,reviewer_ja_0723157,1,お値段的に仕方ないのでしょが、スタッズが使用直後に取れてしまいたした。予備のスタッズで付け、翌日、予備のスタッズのみ、再送願いましたが、取れた時点の写真が無いと対応出来ないとの事。誠意の無いショップかと…,残念です。,ja,shoes,negative
6652,en_0650895,product_en_0701312,reviewer_en_0116955,2,This product was supposed to come with 30 stickers. I only got 23.,Count your stickers,en,toy,negative
6870,en_0887062,product_en_0094471,reviewer_en_0582514,2,Very small. Will be canceling subscription. I only have 1 cat and he always looks very uncomfortable in it.,Small,en,pet_products,negative
5194,en_0253746,product_en_0270269,reviewer_en_0933895,1,this item and the replacement were both 6 weeks past the expiration date,Items past expiration date,en,grocery,negative
10864,es_0656701,product_es_0433536,reviewer_es_0762456,1,"Me he tomado la libertad de esperar dos meses para valorarla. Ilumina insuficiente, la resistencia del enchufe a las 2 semanas empezó a hacer un silbido bastante molesto hasta el punto de que es mejor no tenerla encendida, las cogidas son malísimas puesto que venían sueltas desde la compra. No recomiendo su compra para nada.",Malísima,es,home,negative
6261,en_0629521,product_en_0325118,reviewer_en_0945439,2,"These are wonderful poles tall durable the cap is nice on the top, reflective tape is good. The only downside that is disappointing is I bought the yellow ones and within a month they are compleatly faded. I was using them in the summer to mark areas on a field. Now they are almost white which makes them very hard to see, kind of defeats the purpose of buying nice visible poles.",Nice tall pole looks great but faded fast.,en,home_improvement,negative
16119,fr_0407407,product_fr_0114133,reviewer_fr_0630941,2,"c'est dommage de choisir une peluche avec son enfant et en recevoir une qui ,'est pas celle-ci. les bouts de pates sont tout blanc et les couleurs de la crinière sont beaucoup plus pâle! décevant!",peluche reçue non conforme à la photo,fr,toy,negative
5699,en_0551578,product_en_0890927,reviewer_en_0861254,1,The description of this product indicated that it would have a cosmetic flaw only. This pendant is missing the socket. There is no place to put the light bulb.,The description of this product indicated that it would have ...,en,home,negative
1746,de_0057738,product_de_0215897,reviewer_de_0679306,2,Sehr geehrte Damen und herrn Was mir aufgefallen haben das mir zwei Metal stippen für die Schubkästen fehlen sowie zwei Tür Scharnieren Ich bitte für die Nachlieferung,Nachlieferung,de,furniture,negative
810,de_0193877,product_de_0111622,reviewer_de_0710263,1,"Leider kann ich das Panzerglas nicht empfehlen. Der Rand klebt nicht vollständig an allen Stellen und der Kleber ist zu sehen. Der Fingerabdrucksensor funktioniert nur noch bedingt, manchmal nach mehreren Versuchen. Fingerabdrücke sind auf dem Panzerglas zu sehen.",Leider ein Fehlkauf,de,wireless,negative
1093,de_0282359,product_de_0316719,reviewer_de_0824656,2,"Es handelt sich wohl um ein hochwertiges ÖL, welches aber völlig überteuert ist. Man bedenke 10ml für 55 EUR! Eine entsprechende Wirkung konnte ich ebenfalls nicht feststellen!",Völlig überteuert!,de,drugstore,negative
16958,fr_0515921,product_fr_0753345,reviewer_fr_0909129,2,"Se fixe bien, ne fait pas mal à la tête à force de le porter. Bruits bien atténués même si cela ne vaut pas un produit plus pro. Mais c'est mieux que les bouchon. Hélas produit fragile, qui a cassé au bout de quelques semaines.",Bonne insonorisation,fr,home_improvement,negative
1810,de_0968985,product_de_0400907,reviewer_de_0969482,2,"Die Uhr sieht nicht hochwertig aus. Die Keramik sieht ähnlich aus wie Kunststoff. Die Armbänder sehen gut aus, deswegen die 2 Sterne. Habe mich trotzdem für eine andere Uhr entschieden.",Armbänder Top Uhr Flop,de,watch,negative
11746,es_0804931,product_es_0408641,reviewer_es_0931942,2,"Hola, he comprado este producto y en menos de dos meses ha dejado de funcionar. Parece que la aguja está suelta. ¿Me podéis decir algo de la garantía? Es un producto de muy poco uso. Gracias.",Producto Estropeado tras 2 o 3 usos,es,home,negative
5454,en_0506735,product_en_0129151,reviewer_en_0400234,1,I wasn't please at all it broke a piece fell off very disappointed 😔,Broken Case,en,wireless,negative
16832,fr_0248740,product_fr_0547604,reviewer_fr_0774589,2,"Fonctionne bien, bonne qualité apparente. cependant déception au niveau de l'éclairage du deuxième anneau extérieur quasi invisible.",Bien mais déçu de l'éclairage de l'anneau extérieur,fr,automotive,negative
10873,es_0197622,product_es_0536366,reviewer_es_0606759,1,Ha funcionado muy bien y con gran potencia de succión... hasta que se ha descargado la batería. Luego no ha habido manera de recargarla. Dinero malgastado.,Problema de recarga de la batería,es,kitchen,negative
10187,es_0979563,product_es_0233971,reviewer_es_0615209,1,"Me ha llegado el producto y no funciona ninguna de las dos, una solo se enciende en el momento que la enchufas y una vez apagada no funciona, y la otra ni funciona, una estafa!!!",Engaño!!!,es,home,negative
15263,fr_0333410,product_fr_0070300,reviewer_fr_0824728,1,"Nul, a tenue 2 mois, vraiment déçus de ce produit",vraiment très bof,fr,wireless,negative
5477,en_0030520,product_en_0806863,reviewer_en_0253147,1,"Not a big fan. I cannot follow the story, because everyone in this show acted too hard. I don't see the characters but only the actors pretending to be whoever was described in the script.",Acting too hard,en,digital_video_download,negative
156,de_0750100,product_de_0204431,reviewer_de_0293813,1,Sehr unzufrieden. Immer die gleichen Sprüche und die noch nicht mal witzig. Sehr enttäuscht.,Sehr enttäuscht,de,home,negative
167,de_0032797,product_de_0753123,reviewer_de_0781490,1,Ware wurde nach etlichen Telefonaten mit einer Woche Verspätung geliefert.Dabei würden wir von der Firma Hermes richtig verarscht.Nach Rücksprache mit Amazon wurde die Bestellung storniert.Bei Obi in ein paar Minuten gekauft.,Nur noch Bestellung wenn Hermes kein Lieferant.,de,home_improvement,negative
